8.052231968327e-01 5.216471523936e-01 9.086488808087e-01 3.192360889885e-01 9.045934927091e-02
3.007000566362e-01 1.139843618635e-01 8.286813263077e-01 4.689631938925e-02 6.262871483114e-01
5.475861559192e-01 8.192869956701e-01 1.989475396788e-01 8.568503024577e-01 3.516526394321e-01
7.546476915299e-01 2.959617068797e-01 8.839364795612e-01 3.255116378322e-01 1.650158977191e-01
3.925292439466e-01 9.346037455865e-02 8.211056578369e-01 1.511520196426e-01 3.841144486922e-01
9.442607122388e-01 9.876254749019e-01 4.563045470948e-01 8.261228438427e-01 2.513741342071e-01
5.973716482309e-01 9.028317603316e-01 5.345579488018e-01 5.902013629854e-01 3.928176722539e-02
3.571817586345e-01 7.961309015596e-02 3.054599183428e-01 3.307193119821e-01 7.738302962106e-01
3.995920868998e-02 4.294921784316e-01 3.149268718427e-01 6.364911430675e-01 3.463471500800e-01
4.309735620499e-02 8.799151745179e-01 7.632405871437e-01 8.780966427249e-01 4.175091438393e-01
6.055775643938e-01 5.134666274083e-01 5.978366479630e-01 2.622156611320e-01 3.008713089407e-01
2.539978205011e-02 3.030625606510e-01 2.420758754035e-01 5.575781886626e-01 5.655070198882e-01
4.751322474151e-01 2.927979762895e-01 6.425106069482e-02 9.788191457576e-01 3.397078436379e-01
4.950486308825e-01 9.770807259227e-01 4.407738249007e-01 3.182728054790e-01 5.197969858754e-01
5.781364298825e-01 8.539337505005e-01 6.809727353795e-02 4.645308077793e-01 7.819491186191e-01
7.186028103823e-01 5.860219800532e-01 3.709441323441e-02 3.506563912831e-01 5.631906844927e-01
2.997298724246e-01 5.123341532735e-01 6.734669252847e-01 1.591937333781e-01 5.047767015400e-02
3.378158870647e-01 1.080637727795e-01 1.789028085711e-01 8.858270961677e-01 3.653649712141e-01
2.187693491795e-01 7.524961702186e-01 1.068795843936e-01 7.446032407756e-01 4.697852934405e-01
5.982556712791e-01 1.476201922853e-01 1.840348220932e-01 6.450721264682e-01 4.862800626341e-02
2.486125078028e-01 5.424085162280e-01 2.267733432700e-01 3.814115349046e-01 9.222327869035e-01
9.253568728678e-01 5.667499245750e-01 5.334708849890e-01 1.486002463323e-02 9.778992634020e-01
5.730289040332e-01 7.917569962766e-01 5.615573602764e-01 8.773352415649e-01 5.841958285307e-01
7.088498263690e-01 1.485334513565e-01 4.284507389679e-01 6.938900663424e-01 1.046197445229e-01
4.396052377746e-01 1.662021477045e-01 5.069786292640e-01 8.190358641362e-01 9.010673472444e-02
8.000687506941e-01 5.651263539578e-01 5.893477116806e-01 1.981006572163e-01 4.361182553388e-01
2.959037622208e-01 3.755767594168e-02 3.068484037295e-02 4.531050002012e-01 7.448640769501e-01
5.572954062364e-01 3.851135995655e-01 1.680727975326e-01 8.382613207037e-01 5.990517974615e-01
7.827148182450e-01 8.485091818947e-01 6.031629758620e-01 7.810606172903e-01 6.157368760336e-01
2.116519117215e-02 7.504646104875e-01 1.760421332837e-01 4.585142062373e-01 5.131227077322e-01
4.840208902868e-01 8.443857945393e-01 1.748138948221e-01 1.463487510325e-02 8.487640718112e-01
7.426745772994e-01 4.566975353202e-01 4.168984070494e-01 1.167295109470e-01 3.386791329893e-01
9.465904074365e-02 7.158308727513e-01 7.708540441604e-02 2.059502583690e-01 5.737762314512e-01
2.938315552038e-01 6.557267427146e-01 8.035683477432e-01 3.512135029964e-01 9.344037694377e-02
8.133160836708e-01 7.848667182769e-01 3.934191124365e-01 8.644791938020e-01 3.840307681157e-01
2.573028872050e-01 8.294019198272e-01 7.363827038386e-01 5.076009080550e-01 6.443266150414e-01
2.131865653786e-01 8.957089487036e-01 9.659462515078e-01 3.170015623058e-01 8.655526182273e-01
3.102837069401e-01 2.526394543182e-02 4.919515777373e-02 1.846268380143e-01 6.903334161725e-02
2.574754234045e-01 9.135817315707e-01 4.578495119744e-01 1.302117894796e-01 8.098916654002e-01
4.034698404807e-01 2.443264498316e-02 8.568310426278e-01 2.742948190154e-01 7.091059640720e-01
3.557723428237e-01 7.943090618265e-01 8.446188611439e-01 5.381475171400e-01 5.590865164033e-01
1.225099814374e-01 3.776419185741e-01 4.287473291290e-01 5.112086462855e-01 8.917625699357e-01
3.002106115940e-01 3.964418788785e-01 7.932732330276e-01 4.122760773534e-01 1.848675499909e-01
8.402473160884e-01 5.692713997013e-01 6.005020555082e-02 9.889169741962e-01 2.287823332020e-01
